target,message,length,sentence,words,words_cleaned,stemmed_words,lemmatized_words
ham,aight see you in a bit,5,['aight see you in a bit'],"[['aight', 'see', 'you', 'in', 'a', 'bit']]","['aight', 'see', 'you', 'in', 'a', 'bit']","['aight', 'see', 'you', 'in', 'a', 'bit']","['aight', 'see', 'you', 'in', 'a', 'bit']"
ham,my superior telling that friday is leave for all other department except ours so it will be leave for you any way call waheed fathima hr and conform it ,29,['my superior telling that friday is leave for all other department except ours so it will be leave for you any way call waheed fathima hr and conform it'],"[['my', 'superior', 'telling', 'that', 'friday', 'is', 'leave', 'for', 'all', 'other', 'department', 'except', 'ours', 'so', 'it', 'will', 'be', 'leave', 'for', 'you', 'any', 'way', 'call', 'waheed', 'fathima', 'hr', 'and', 'conform', 'it']]","['my', 'superior', 'telling', 'that', 'friday', 'is', 'leave', 'for', 'all', 'other', 'department', 'except', 'ours', 'so', 'it', 'will', 'be', 'leave', 'for', 'you', 'any', 'way', 'call', 'waheed', 'fathima', 'hr', 'and', 'conform', 'it']","['my', 'superior', 'tell', 'that', 'friday', 'is', 'leav', 'for', 'all', 'other', 'depart', 'except', 'our', 'so', 'it', 'will', 'be', 'leav', 'for', 'you', 'ani', 'way', 'call', 'wahe', 'fathima', 'hr', 'and', 'conform', 'it']","['my', 'superior', 'telling', 'that', 'friday', 'is', 'leave', 'for', 'all', 'other', 'department', 'except', 'ours', 'so', 'it', 'will', 'be', 'leave', 'for', 'you', 'any', 'way', 'call', 'waheed', 'fathima', 'hr', 'and', 'conform', 'it']"
spam,join the uk s horniest dogging service and u can have sex 2nite just sign up and follow the instructions txt entry to 69888 now nyt ec2a 3lp msg 150p,29,['join the uk s horniest dogging service and u can have sex 2nite just sign up and follow the instructions txt entry to 69888 now nyt ec2a 3lp msg 150p'],"[['join', 'the', 'uk', 's', 'horniest', 'dogging', 'service', 'and', 'u', 'can', 'have', 'sex', '2nite', 'just', 'sign', 'up', 'and', 'follow', 'the', 'instructions', 'txt', 'entry', 'to', '69888', 'now', 'nyt', 'ec2a', '3lp', 'msg', '150p']]","['join', 'the', 'uk', 's', 'horniest', 'dogging', 'service', 'and', 'u', 'can', 'have', 'sex', '2nite', 'just', 'sign', 'up', 'and', 'follow', 'the', 'instructions', 'txt', 'entry', 'to', '69888', 'now', 'nyt', 'ec2a', '3lp', 'msg', '150p']","['join', 'the', 'uk', 's', 'horniest', 'dog', 'servic', 'and', 'u', 'can', 'have', 'sex', '2nite', 'just', 'sign', 'up', 'and', 'follow', 'the', 'instruct', 'txt', 'entri', 'to', '69888', 'now', 'nyt', 'ec2a', '3lp', 'msg', '150p']","['join', 'the', 'uk', 's', 'horniest', 'dogging', 'service', 'and', 'u', 'can', 'have', 'sex', '2nite', 'just', 'sign', 'up', 'and', 'follow', 'the', 'instruction', 'txt', 'entry', 'to', '69888', 'now', 'nyt', 'ec2a', '3lp', 'msg', '150p']"
ham,lol i have to take it member how i said my aunt flow didn t visit for 6 months it s cause i developed ovarian cysts bc is the only way to shrink them ,34,['lol i have to take it member how i said my aunt flow didn t visit for 6 months it s cause i developed ovarian cysts bc is the only way to shrink them'],"[['lol', 'i', 'have', 'to', 'take', 'it', 'member', 'how', 'i', 'said', 'my', 'aunt', 'flow', 'didn', 't', 'visit', 'for', '6', 'months', 'it', 's', 'cause', 'i', 'developed', 'ovarian', 'cysts', 'bc', 'is', 'the', 'only', 'way', 'to', 'shrink', 'them']]","['lol', 'i', 'have', 'to', 'take', 'it', 'member', 'how', 'i', 'said', 'my', 'aunt', 'flow', 'didn', 't', 'visit', 'for', '6', 'months', 'it', 's', 'cause', 'i', 'developed', 'ovarian', 'cysts', 'bc', 'is', 'the', 'only', 'way', 'to', 'shrink', 'them']","['lol', 'i', 'have', 'to', 'take', 'it', 'member', 'how', 'i', 'said', 'my', 'aunt', 'flow', 'didn', 't', 'visit', 'for', '6', 'month', 'it', 's', 'caus', 'i', 'develop', 'ovarian', 'cyst', 'bc', 'is', 'the', 'onli', 'way', 'to', 'shrink', 'them']","['lol', 'i', 'have', 'to', 'take', 'it', 'member', 'how', 'i', 'said', 'my', 'aunt', 'flow', 'didn', 't', 'visit', 'for', '6', 'month', 'it', 's', 'cause', 'i', 'developed', 'ovarian', 'cyst', 'bc', 'is', 'the', 'only', 'way', 'to', 'shrink', 'them']"
ham,still work going on it is very small house ,9,['still work going on it is very small house'],"[['still', 'work', 'going', 'on', 'it', 'is', 'very', 'small', 'house']]","['still', 'work', 'going', 'on', 'it', 'is', 'very', 'small', 'house']","['still', 'work', 'go', 'on', 'it', 'is', 'veri', 'small', 'hous']","['still', 'work', 'going', 'on', 'it', 'is', 'very', 'small', 'house']"
ham,my friend just got here and says he s upping his order by a few grams he s got lt gt when can you get here ,26,['my friend just got here and says he s upping his order by a few grams he s got lt gt when can you get here'],"[['my', 'friend', 'just', 'got', 'here', 'and', 'says', 'he', 's', 'upping', 'his', 'order', 'by', 'a', 'few', 'grams', 'he', 's', 'got', 'lt', 'gt', 'when', 'can', 'you', 'get', 'here']]","['my', 'friend', 'just', 'got', 'here', 'and', 'says', 'he', 's', 'upping', 'his', 'order', 'by', 'a', 'few', 'grams', 'he', 's', 'got', 'lt', 'gt', 'when', 'can', 'you', 'get', 'here']","['my', 'friend', 'just', 'got', 'here', 'and', 'say', 'he', 's', 'up', 'hi', 'order', 'by', 'a', 'few', 'gram', 'he', 's', 'got', 'lt', 'gt', 'when', 'can', 'you', 'get', 'here']","['my', 'friend', 'just', 'got', 'here', 'and', 'say', 'he', 's', 'upping', 'his', 'order', 'by', 'a', 'few', 'gram', 'he', 's', 'got', 'lt', 'gt', 'when', 'can', 'you', 'get', 'here']"
ham,tmr timin still da same wat cos i got lesson until 6 ,12,['tmr timin still da same wat cos i got lesson until 6'],"[['tmr', 'timin', 'still', 'da', 'same', 'wat', 'cos', 'i', 'got', 'lesson', 'until', '6']]","['tmr', 'timin', 'still', 'da', 'same', 'wat', 'cos', 'i', 'got', 'lesson', 'until', '6']","['tmr', 'timin', 'still', 'da', 'same', 'wat', 'co', 'i', 'got', 'lesson', 'until', '6']","['tmr', 'timin', 'still', 'da', 'same', 'wat', 'co', 'i', 'got', 'lesson', 'until', '6']"
ham,that s the thing with apes u can fight to the death to keep something but the minute they have it when u let go thats it ,27,['that s the thing with apes u can fight to the death to keep something but the minute they have it when u let go thats it'],"[['that', 's', 'the', 'thing', 'with', 'apes', 'u', 'can', 'fight', 'to', 'the', 'death', 'to', 'keep', 'something', 'but', 'the', 'minute', 'they', 'have', 'it', 'when', 'u', 'let', 'go', 'thats', 'it']]","['that', 's', 'the', 'thing', 'with', 'apes', 'u', 'can', 'fight', 'to', 'the', 'death', 'to', 'keep', 'something', 'but', 'the', 'minute', 'they', 'have', 'it', 'when', 'u', 'let', 'go', 'thats', 'it']","['that', 's', 'the', 'thing', 'with', 'ape', 'u', 'can', 'fight', 'to', 'the', 'death', 'to', 'keep', 'someth', 'but', 'the', 'minut', 'they', 'have', 'it', 'when', 'u', 'let', 'go', 'that', 'it']","['that', 's', 'the', 'thing', 'with', 'ape', 'u', 'can', 'fight', 'to', 'the', 'death', 'to', 'keep', 'something', 'but', 'the', 'minute', 'they', 'have', 'it', 'when', 'u', 'let', 'go', 'thats', 'it']"
spam,,0,['nan'],[['nan']],['nan'],['nan'],['nan']
ham,no i m not gonna be able to too late notice i ll be home in a few weeks anyway what are the plans,23,['no i m not gonna be able to too late notice i ll be home in a few weeks anyway what are the plans'],"[['no', 'i', 'm', 'not', 'gon', 'na', 'be', 'able', 'to', 'too', 'late', 'notice', 'i', 'll', 'be', 'home', 'in', 'a', 'few', 'weeks', 'anyway', 'what', 'are', 'the', 'plans']]","['no', 'i', 'm', 'not', 'gon', 'na', 'be', 'able', 'to', 'too', 'late', 'notice', 'i', 'll', 'be', 'home', 'in', 'a', 'few', 'weeks', 'anyway', 'what', 'are', 'the', 'plans']","['no', 'i', 'm', 'not', 'gon', 'na', 'be', 'abl', 'to', 'too', 'late', 'notic', 'i', 'll', 'be', 'home', 'in', 'a', 'few', 'week', 'anyway', 'what', 'are', 'the', 'plan']","['no', 'i', 'm', 'not', 'gon', 'na', 'be', 'able', 'to', 'too', 'late', 'notice', 'i', 'll', 'be', 'home', 'in', 'a', 'few', 'week', 'anyway', 'what', 'are', 'the', 'plan']"
ham,got fujitsu ibm hp toshiba got a lot of model how to say ,13,['got fujitsu ibm hp toshiba got a lot of model how to say'],"[['got', 'fujitsu', 'ibm', 'hp', 'toshiba', 'got', 'a', 'lot', 'of', 'model', 'how', 'to', 'say']]","['got', 'fujitsu', 'ibm', 'hp', 'toshiba', 'got', 'a', 'lot', 'of', 'model', 'how', 'to', 'say']","['got', 'fujitsu', 'ibm', 'hp', 'toshiba', 'got', 'a', 'lot', 'of', 'model', 'how', 'to', 'say']","['got', 'fujitsu', 'ibm', 'hp', 'toshiba', 'got', 'a', 'lot', 'of', 'model', 'how', 'to', 'say']"
ham,okie thanx ,2,['okie thanx'],"[['okie', 'thanx']]","['okie', 'thanx']","['oki', 'thanx']","['okie', 'thanx']"
ham,gosh that what a pain spose i better come then ,10,['gosh that what a pain spose i better come then'],"[['gosh', 'that', 'what', 'a', 'pain', 'spose', 'i', 'better', 'come', 'then']]","['gosh', 'that', 'what', 'a', 'pain', 'spose', 'i', 'better', 'come', 'then']","['gosh', 'that', 'what', 'a', 'pain', 'spose', 'i', 'better', 'come', 'then']","['gosh', 'that', 'what', 'a', 'pain', 'spose', 'i', 'better', 'come', 'then']"
ham,as usual iam fine happy amp doing well ,8,['as usual iam fine happy amp doing well'],"[['as', 'usual', 'iam', 'fine', 'happy', 'amp', 'doing', 'well']]","['as', 'usual', 'iam', 'fine', 'happy', 'amp', 'doing', 'well']","['as', 'usual', 'iam', 'fine', 'happi', 'amp', 'do', 'well']","['a', 'usual', 'iam', 'fine', 'happy', 'amp', 'doing', 'well']"
ham,okie,0,['okie'],[['okie']],['okie'],['oki'],['okie']
ham,so when you gonna get rimac access,6,['so when you gonna get rimac access'],"[['so', 'when', 'you', 'gon', 'na', 'get', 'rimac', 'access']]","['so', 'when', 'you', 'gon', 'na', 'get', 'rimac', 'access']","['so', 'when', 'you', 'gon', 'na', 'get', 'rimac', 'access']","['so', 'when', 'you', 'gon', 'na', 'get', 'rimac', 'access']"
ham, im at arestaurant eating squid i will be out about 10 30 wanna dosomething or is that to late ,20,[' im at arestaurant eating squid i will be out about 10 30 wanna dosomething or is that to late'],"[['im', 'at', 'arestaurant', 'eating', 'squid', 'i', 'will', 'be', 'out', 'about', '10', '30', 'wan', 'na', 'dosomething', 'or', 'is', 'that', 'to', 'late']]","['im', 'at', 'arestaurant', 'eating', 'squid', 'i', 'will', 'be', 'out', 'about', '10', '30', 'wan', 'na', 'dosomething', 'or', 'is', 'that', 'to', 'late']","['im', 'at', 'arestaur', 'eat', 'squid', 'i', 'will', 'be', 'out', 'about', '10', '30', 'wan', 'na', 'dosometh', 'or', 'is', 'that', 'to', 'late']","['im', 'at', 'arestaurant', 'eating', 'squid', 'i', 'will', 'be', 'out', 'about', '10', '30', 'wan', 'na', 'dosomething', 'or', 'is', 'that', 'to', 'late']"
ham,you call times job today ok umma and ask them to speed up,12,['you call times job today ok umma and ask them to speed up'],"[['you', 'call', 'times', 'job', 'today', 'ok', 'umma', 'and', 'ask', 'them', 'to', 'speed', 'up']]","['you', 'call', 'times', 'job', 'today', 'ok', 'umma', 'and', 'ask', 'them', 'to', 'speed', 'up']","['you', 'call', 'time', 'job', 'today', 'ok', 'umma', 'and', 'ask', 'them', 'to', 'speed', 'up']","['you', 'call', 'time', 'job', 'today', 'ok', 'umma', 'and', 'ask', 'them', 'to', 'speed', 'up']"
ham, hello u call wen u finish wrk i fancy meetin up wiv u all tonite as i need a break from dabooks did 4 hrs last nite 2 today of wrk ,32,[' hello u call wen u finish wrk i fancy meetin up wiv u all tonite as i need a break from dabooks did 4 hrs last nite 2 today of wrk'],"[['hello', 'u', 'call', 'wen', 'u', 'finish', 'wrk', 'i', 'fancy', 'meetin', 'up', 'wiv', 'u', 'all', 'tonite', 'as', 'i', 'need', 'a', 'break', 'from', 'dabooks', 'did', '4', 'hrs', 'last', 'nite', '2', 'today', 'of', 'wrk']]","['hello', 'u', 'call', 'wen', 'u', 'finish', 'wrk', 'i', 'fancy', 'meetin', 'up', 'wiv', 'u', 'all', 'tonite', 'as', 'i', 'need', 'a', 'break', 'from', 'dabooks', 'did', '4', 'hrs', 'last', 'nite', '2', 'today', 'of', 'wrk']","['hello', 'u', 'call', 'wen', 'u', 'finish', 'wrk', 'i', 'fanci', 'meetin', 'up', 'wiv', 'u', 'all', 'tonit', 'as', 'i', 'need', 'a', 'break', 'from', 'dabook', 'did', '4', 'hr', 'last', 'nite', '2', 'today', 'of', 'wrk']","['hello', 'u', 'call', 'wen', 'u', 'finish', 'wrk', 'i', 'fancy', 'meetin', 'up', 'wiv', 'u', 'all', 'tonite', 'a', 'i', 'need', 'a', 'break', 'from', 'dabooks', 'did', '4', 'hr', 'last', 'nite', '2', 'today', 'of', 'wrk']"
ham,r u sam p in eachother if we meet we can go 2 my house,14,['r u sam p in eachother if we meet we can go 2 my house'],"[['r', 'u', 'sam', 'p', 'in', 'eachother', 'if', 'we', 'meet', 'we', 'can', 'go', '2', 'my', 'house']]","['r', 'u', 'sam', 'p', 'in', 'eachother', 'if', 'we', 'meet', 'we', 'can', 'go', '2', 'my', 'house']","['r', 'u', 'sam', 'p', 'in', 'eachoth', 'if', 'we', 'meet', 'we', 'can', 'go', '2', 'my', 'hous']","['r', 'u', 'sam', 'p', 'in', 'eachother', 'if', 'we', 'meet', 'we', 'can', 'go', '2', 'my', 'house']"
ham, yeah lol luckily i didn t have a starring role like you ,13,[' yeah lol luckily i didn t have a starring role like you'],"[['yeah', 'lol', 'luckily', 'i', 'didn', 't', 'have', 'a', 'starring', 'role', 'like', 'you']]","['yeah', 'lol', 'luckily', 'i', 'didn', 't', 'have', 'a', 'starring', 'role', 'like', 'you']","['yeah', 'lol', 'luckili', 'i', 'didn', 't', 'have', 'a', 'star', 'role', 'like', 'you']","['yeah', 'lol', 'luckily', 'i', 'didn', 't', 'have', 'a', 'starring', 'role', 'like', 'you']"
ham,hello madam how are you ,5,['hello madam how are you'],"[['hello', 'madam', 'how', 'are', 'you']]","['hello', 'madam', 'how', 'are', 'you']","['hello', 'madam', 'how', 'are', 'you']","['hello', 'madam', 'how', 'are', 'you']"
ham,awesome text me when you re restocked,6,['awesome text me when you re restocked'],"[['awesome', 'text', 'me', 'when', 'you', 're', 'restocked']]","['awesome', 'text', 'me', 'when', 'you', 're', 'restocked']","['awesom', 'text', 'me', 'when', 'you', 're', 'restock']","['awesome', 'text', 'me', 'when', 'you', 're', 'restocked']"
ham,,0,['nan'],[['nan']],['nan'],['nan'],['nan']
spam,knock knock txt whose there to 80082 to enter r weekly draw 4 a 250 gift voucher 4 a store of yr choice t cs www tkls com age16 to stoptxtstop 1 50 week,33,['knock knock txt whose there to 80082 to enter r weekly draw 4 a 250 gift voucher 4 a store of yr choice t cs www tkls com age16 to stoptxtstop 1 50 week'],"[['knock', 'knock', 'txt', 'whose', 'there', 'to', '80082', 'to', 'enter', 'r', 'weekly', 'draw', '4', 'a', '250', 'gift', 'voucher', '4', 'a', 'store', 'of', 'yr', 'choice', 't', 'cs', 'www', 'tkls', 'com', 'age16', 'to', 'stoptxtstop', '1', '50', 'week']]","['knock', 'knock', 'txt', 'whose', 'there', 'to', '80082', 'to', 'enter', 'r', 'weekly', 'draw', '4', 'a', '250', 'gift', 'voucher', '4', 'a', 'store', 'of', 'yr', 'choice', 't', 'cs', 'www', 'tkls', 'com', 'age16', 'to', 'stoptxtstop', '1', '50', 'week']","['knock', 'knock', 'txt', 'whose', 'there', 'to', '80082', 'to', 'enter', 'r', 'weekli', 'draw', '4', 'a', '250', 'gift', 'voucher', '4', 'a', 'store', 'of', 'yr', 'choic', 't', 'cs', 'www', 'tkl', 'com', 'age16', 'to', 'stoptxtstop', '1', '50', 'week']","['knock', 'knock', 'txt', 'whose', 'there', 'to', '80082', 'to', 'enter', 'r', 'weekly', 'draw', '4', 'a', '250', 'gift', 'voucher', '4', 'a', 'store', 'of', 'yr', 'choice', 't', 'c', 'www', 'tkls', 'com', 'age16', 'to', 'stoptxtstop', '1', '50', 'week']"
ham,yes it s all innocent fun o ,7,['yes it s all innocent fun o'],"[['yes', 'it', 's', 'all', 'innocent', 'fun', 'o']]","['yes', 'it', 's', 'all', 'innocent', 'fun', 'o']","['ye', 'it', 's', 'all', 'innoc', 'fun', 'o']","['yes', 'it', 's', 'all', 'innocent', 'fun', 'o']"
ham,thanks for sending this mental ability question ,7,['thanks for sending this mental ability question'],"[['thanks', 'for', 'sending', 'this', 'mental', 'ability', 'question']]","['thanks', 'for', 'sending', 'this', 'mental', 'ability', 'question']","['thank', 'for', 'send', 'thi', 'mental', 'abil', 'question']","['thanks', 'for', 'sending', 'this', 'mental', 'ability', 'question']"
ham,sir hope your day is going smoothly i really hoped i wont have to bother you about this i have some bills that i can t settle this month i am out of all extra cash i know this is a challenging time for you also but i have to let you know ,53,['sir hope your day is going smoothly i really hoped i wont have to bother you about this i have some bills that i can t settle this month i am out of all extra cash i know this is a challenging time for you also but i have to let you know'],"[['sir', 'hope', 'your', 'day', 'is', 'going', 'smoothly', 'i', 'really', 'hoped', 'i', 'wont', 'have', 'to', 'bother', 'you', 'about', 'this', 'i', 'have', 'some', 'bills', 'that', 'i', 'can', 't', 'settle', 'this', 'month', 'i', 'am', 'out', 'of', 'all', 'extra', 'cash', 'i', 'know', 'this', 'is', 'a', 'challenging', 'time', 'for', 'you', 'also', 'but', 'i', 'have', 'to', 'let', 'you', 'know']]","['sir', 'hope', 'your', 'day', 'is', 'going', 'smoothly', 'i', 'really', 'hoped', 'i', 'wont', 'have', 'to', 'bother', 'you', 'about', 'this', 'i', 'have', 'some', 'bills', 'that', 'i', 'can', 't', 'settle', 'this', 'month', 'i', 'am', 'out', 'of', 'all', 'extra', 'cash', 'i', 'know', 'this', 'is', 'a', 'challenging', 'time', 'for', 'you', 'also', 'but', 'i', 'have', 'to', 'let', 'you', 'know']","['sir', 'hope', 'your', 'day', 'is', 'go', 'smoothli', 'i', 'realli', 'hope', 'i', 'wont', 'have', 'to', 'bother', 'you', 'about', 'thi', 'i', 'have', 'some', 'bill', 'that', 'i', 'can', 't', 'settl', 'thi', 'month', 'i', 'am', 'out', 'of', 'all', 'extra', 'cash', 'i', 'know', 'thi', 'is', 'a', 'challeng', 'time', 'for', 'you', 'also', 'but', 'i', 'have', 'to', 'let', 'you', 'know']","['sir', 'hope', 'your', 'day', 'is', 'going', 'smoothly', 'i', 'really', 'hoped', 'i', 'wont', 'have', 'to', 'bother', 'you', 'about', 'this', 'i', 'have', 'some', 'bill', 'that', 'i', 'can', 't', 'settle', 'this', 'month', 'i', 'am', 'out', 'of', 'all', 'extra', 'cash', 'i', 'know', 'this', 'is', 'a', 'challenging', 'time', 'for', 'you', 'also', 'but', 'i', 'have', 'to', 'let', 'you', 'know']"
ham,2marrow only wed at lt gt to 2 aha ,9,['2marrow only wed at lt gt to 2 aha'],"[['2marrow', 'only', 'wed', 'at', 'lt', 'gt', 'to', '2', 'aha']]","['2marrow', 'only', 'wed', 'at', 'lt', 'gt', 'to', '2', 'aha']","['2marrow', 'onli', 'wed', 'at', 'lt', 'gt', 'to', '2', 'aha']","['2marrow', 'only', 'wed', 'at', 'lt', 'gt', 'to', '2', 'aha']"
ham,i went to ur hon lab but no one is there ,11,['i went to ur hon lab but no one is there'],"[['i', 'went', 'to', 'ur', 'hon', 'lab', 'but', 'no', 'one', 'is', 'there']]","['i', 'went', 'to', 'ur', 'hon', 'lab', 'but', 'no', 'one', 'is', 'there']","['i', 'went', 'to', 'ur', 'hon', 'lab', 'but', 'no', 'one', 'is', 'there']","['i', 'went', 'to', 'ur', 'hon', 'lab', 'but', 'no', 'one', 'is', 'there']"
ham,,0,['nan'],[['nan']],['nan'],['nan'],['nan']
ham,hey pple 700 or 900 for 5 nights excellent location wif breakfast hamper ,13,['hey pple 700 or 900 for 5 nights excellent location wif breakfast hamper'],"[['hey', 'pple', '700', 'or', '900', 'for', '5', 'nights', 'excellent', 'location', 'wif', 'breakfast', 'hamper']]","['hey', 'pple', '700', 'or', '900', 'for', '5', 'nights', 'excellent', 'location', 'wif', 'breakfast', 'hamper']","['hey', 'pple', '700', 'or', '900', 'for', '5', 'night', 'excel', 'locat', 'wif', 'breakfast', 'hamper']","['hey', 'pple', '700', 'or', '900', 'for', '5', 'night', 'excellent', 'location', 'wif', 'breakfast', 'hamper']"
spam, forwarded from 21870000 hi this is your mailbox messaging sms alert you have 40 matches please call back on 09056242159 to retrieve your messages and matches cc100p min,28,[' forwarded from 21870000 hi this is your mailbox messaging sms alert you have 40 matches please call back on 09056242159 to retrieve your messages and matches cc100p min'],"[['forwarded', 'from', '21870000', 'hi', 'this', 'is', 'your', 'mailbox', 'messaging', 'sms', 'alert', 'you', 'have', '40', 'matches', 'please', 'call', 'back', 'on', '09056242159', 'to', 'retrieve', 'your', 'messages', 'and', 'matches', 'cc100p', 'min']]","['forwarded', 'from', '21870000', 'hi', 'this', 'is', 'your', 'mailbox', 'messaging', 'sms', 'alert', 'you', 'have', '40', 'matches', 'please', 'call', 'back', 'on', '09056242159', 'to', 'retrieve', 'your', 'messages', 'and', 'matches', 'cc100p', 'min']","['forward', 'from', '21870000', 'hi', 'thi', 'is', 'your', 'mailbox', 'messag', 'sm', 'alert', 'you', 'have', '40', 'match', 'pleas', 'call', 'back', 'on', '09056242159', 'to', 'retriev', 'your', 'messag', 'and', 'match', 'cc100p', 'min']","['forwarded', 'from', '21870000', 'hi', 'this', 'is', 'your', 'mailbox', 'messaging', 'sm', 'alert', 'you', 'have', '40', 'match', 'please', 'call', 'back', 'on', '09056242159', 'to', 'retrieve', 'your', 'message', 'and', 'match', 'cc100p', 'min']"
ham,how come ,2,['how come'],"[['how', 'come']]","['how', 'come']","['how', 'come']","['how', 'come']"
ham,lol nah wasn t too bad thanks its good to b home but its been quite a reality check hows ur day been did u do anything with website ,29,['lol nah wasn t too bad thanks its good to b home but its been quite a reality check hows ur day been did u do anything with website'],"[['lol', 'nah', 'wasn', 't', 'too', 'bad', 'thanks', 'its', 'good', 'to', 'b', 'home', 'but', 'its', 'been', 'quite', 'a', 'reality', 'check', 'hows', 'ur', 'day', 'been', 'did', 'u', 'do', 'anything', 'with', 'website']]","['lol', 'nah', 'wasn', 't', 'too', 'bad', 'thanks', 'its', 'good', 'to', 'b', 'home', 'but', 'its', 'been', 'quite', 'a', 'reality', 'check', 'hows', 'ur', 'day', 'been', 'did', 'u', 'do', 'anything', 'with', 'website']","['lol', 'nah', 'wasn', 't', 'too', 'bad', 'thank', 'it', 'good', 'to', 'b', 'home', 'but', 'it', 'been', 'quit', 'a', 'realiti', 'check', 'how', 'ur', 'day', 'been', 'did', 'u', 'do', 'anyth', 'with', 'websit']","['lol', 'nah', 'wasn', 't', 'too', 'bad', 'thanks', 'it', 'good', 'to', 'b', 'home', 'but', 'it', 'been', 'quite', 'a', 'reality', 'check', 'hows', 'ur', 'day', 'been', 'did', 'u', 'do', 'anything', 'with', 'website']"
ham,ok lor ,2,['ok lor'],"[['ok', 'lor']]","['ok', 'lor']","['ok', 'lor']","['ok', 'lor']"
ham,i m coming home 4 dinner ,6,['i m coming home 4 dinner'],"[['i', 'm', 'coming', 'home', '4', 'dinner']]","['i', 'm', 'coming', 'home', '4', 'dinner']","['i', 'm', 'come', 'home', '4', 'dinner']","['i', 'm', 'coming', 'home', '4', 'dinner']"
ham,s da al r above lt gt ,7,['s da al r above lt gt'],"[['s', 'da', 'al', 'r', 'above', 'lt', 'gt']]","['s', 'da', 'al', 'r', 'above', 'lt', 'gt']","['s', 'da', 'al', 'r', 'abov', 'lt', 'gt']","['s', 'da', 'al', 'r', 'above', 'lt', 'gt']"
spam,free ring tone just text polys to 87131 then every week get a new tone 0870737910216yrs only 1 50 wk ,20,['free ring tone just text polys to 87131 then every week get a new tone 0870737910216yrs only 1 50 wk'],"[['free', 'ring', 'tone', 'just', 'text', 'polys', 'to', '87131', 'then', 'every', 'week', 'get', 'a', 'new', 'tone', '0870737910216yrs', 'only', '1', '50', 'wk']]","['free', 'ring', 'tone', 'just', 'text', 'polys', 'to', '87131', 'then', 'every', 'week', 'get', 'a', 'new', 'tone', '0870737910216yrs', 'only', '1', '50', 'wk']","['free', 'ring', 'tone', 'just', 'text', 'poli', 'to', '87131', 'then', 'everi', 'week', 'get', 'a', 'new', 'tone', '0870737910216yr', 'onli', '1', '50', 'wk']","['free', 'ring', 'tone', 'just', 'text', 'polys', 'to', '87131', 'then', 'every', 'week', 'get', 'a', 'new', 'tone', '0870737910216yrs', 'only', '1', '50', 'wk']"
ham,unni thank you dear for the recharge rakhesh,7,['unni thank you dear for the recharge rakhesh'],"[['unni', 'thank', 'you', 'dear', 'for', 'the', 'recharge', 'rakhesh']]","['unni', 'thank', 'you', 'dear', 'for', 'the', 'recharge', 'rakhesh']","['unni', 'thank', 'you', 'dear', 'for', 'the', 'recharg', 'rakhesh']","['unni', 'thank', 'you', 'dear', 'for', 'the', 'recharge', 'rakhesh']"
ham,i know i m lacking on most of this particular dramastorm s details but for the most part i m not worried about that,23,['i know i m lacking on most of this particular dramastorm s details but for the most part i m not worried about that'],"[['i', 'know', 'i', 'm', 'lacking', 'on', 'most', 'of', 'this', 'particular', 'dramastorm', 's', 'details', 'but', 'for', 'the', 'most', 'part', 'i', 'm', 'not', 'worried', 'about', 'that']]","['i', 'know', 'i', 'm', 'lacking', 'on', 'most', 'of', 'this', 'particular', 'dramastorm', 's', 'details', 'but', 'for', 'the', 'most', 'part', 'i', 'm', 'not', 'worried', 'about', 'that']","['i', 'know', 'i', 'm', 'lack', 'on', 'most', 'of', 'thi', 'particular', 'dramastorm', 's', 'detail', 'but', 'for', 'the', 'most', 'part', 'i', 'm', 'not', 'worri', 'about', 'that']","['i', 'know', 'i', 'm', 'lacking', 'on', 'most', 'of', 'this', 'particular', 'dramastorm', 's', 'detail', 'but', 'for', 'the', 'most', 'part', 'i', 'm', 'not', 'worried', 'about', 'that']"
ham,haha they cant what at the most tmr forfeit haha so how ,12,['haha they cant what at the most tmr forfeit haha so how'],"[['haha', 'they', 'cant', 'what', 'at', 'the', 'most', 'tmr', 'forfeit', 'haha', 'so', 'how']]","['haha', 'they', 'cant', 'what', 'at', 'the', 'most', 'tmr', 'forfeit', 'haha', 'so', 'how']","['haha', 'they', 'cant', 'what', 'at', 'the', 'most', 'tmr', 'forfeit', 'haha', 'so', 'how']","['haha', 'they', 'cant', 'what', 'at', 'the', 'most', 'tmr', 'forfeit', 'haha', 'so', 'how']"
